INSERT INTO coche (Id_coche,id_cliente,matricula,marca,color,transmision,marca_neumaticos)
VALUES
('1', '3149', 'CAU-683', 'Bentley', 'Plateado', 'automatico', 'Brigdestone'),
('6635', '2153', 'SOL-165', 'Dodge', 'Cian', 'estandar', 'Dunlop'),
('6636', '1964', 'XLG-957', 'Chevrolet', 'Violeta', 'estandar', 'Dunlop'),
('6637', '3132', 'VCP-749', 'Alfa Romeo', 'Borgoña', 'automatico', 'Dunlop'),
('6638', '3758', 'BWJ-319', 'Volkswagen', 'Crema', 'estandar', 'Continental'),
('6639', '2465', 'JTU-929', 'Nissan', 'Cian', 'automatico', 'Michelin'),
('6640', '5070', 'OBZ-703', 'Honda', 'Cian', 'estandar', 'Pirelli'),
('6641', '4345', 'BJT-778', 'Bentley', 'Borgoña', 'automatico', 'Michelin'),
('6642', '4908', 'IHT-487', 'Rimac', 'Crema', 'estandar', 'Pirelli'),
('6643', '5073', 'RGV-403', 'Chevrolet', 'Violeta', 'automatico', 'Continental'),
('6644', '1758', 'NMF-273', 'Rimac', 'Borgoña', 'automatico', 'Pirelli'),
('6645', '2135', 'TVK-067', 'Subaru', 'Borgoña', 'estandar', 'Continental'),
('6646', '927', 'BCA-813', 'Volkswagen', 'Plateado', 'estandar', 'Pirelli'),
('6647', '1660', 'NEG-296', 'Dodge', 'Plateado', 'automatico', 'Dunlop'),
('6648', '4281', 'IGB-815', 'Alfa Romeo', 'Plateado', 'estandar', 'Dunlop'),
('6649', '29', 'OTI-970', 'Honda', 'Crema', 'automatico', 'Pirelli'),
('6650', '4935', 'DXV-591', 'Jaguar', 'Cian', 'estandar', 'Michelin'),
('6651', '3645', 'KOR-468', 'Mazda', 'Plateado', 'automatico', 'Dunlop'),
('6652', '3144', 'OBL-952', 'Tesla', 'Borgoña', 'estandar', 'Pirelli'),
('6653', '2144', 'HRF-051', 'Alfa Romeo', 'Dorado', 'estandar', 'Michelin'),
('6654', '380', 'WWZ-375', 'Ford', 'Borgoña', 'automatico', 'Pirelli'),
('6655', '2524', 'PXD-046', 'Audi', 'Dorado', 'estandar', 'Brigdestone'),
('6656', '4275', 'HMU-530', 'Renault', 'Cian', 'estandar', 'Brigdestone'),
('6657', '4654', 'XDD-714', 'Peugeot', 'Plateado', 'automatico', 'Continental'),
('6658', '2316', 'WBT-568', 'Peugeot', 'Crema', 'estandar', 'Dunlop'),
('6659', '2285', 'JPA-989', 'Mercedes-Benz', 'Violeta', 'estandar', 'Pirelli'),
('6660', '4665', 'ZZL-492', 'Peugeot', 'Plateado', 'automatico', 'Pirelli'),
('6661', '612', 'MAG-131', 'Tesla', 'Plateado', 'automatico', 'Dunlop'),
('6662', '2528', 'SQT-261', 'Mazda', 'Dorado', 'estandar', 'Dunlop'),
('6663', '1789', 'CPN-570', 'Cadillac', 'Cian', 'estandar', 'Michelin'),
('6664', '3179', 'YXH-518', 'Subaru', 'Plateado', 'automatico', 'Dunlop'),
('6665', '2957', 'EFP-445', 'Maserati', 'Violeta', 'estandar', 'Pirelli'),
('6666', '2674', 'SNY-052', 'Aston Martin', 'Dorado', 'estandar', 'Michelin'),
('6667', '1880', 'KBD-801', 'Lamborguini', 'Crema', 'automatico', 'Continental'),
('6668', '2809', 'NIT-909', 'Lamborguini', 'Crema', 'automatico', 'Michelin'),
('6669', '385', 'IMB-229', 'Ford', 'Cian', 'automatico', 'Brigdestone'),
('6670', '760', 'ZJU-592', 'Lamborguini', 'Crema', 'automatico', 'Dunlop'),
('6671', '2495', 'IQC-185', 'Kia', 'Violeta', 'estandar', 'Continental'),
('6672', '167', 'BRO-081', 'Audi', 'Crema', 'estandar', 'Brigdestone'),
('6673', '1829', 'FUH-813', 'Peugeot', 'Plateado', 'automatico', 'Brigdestone'),
('6674', '243', 'ACU-122', 'Peugeot', 'Violeta', 'estandar', 'Pirelli'),
('6675', '554', 'OZG-433', 'Mazda', 'Borgoña', 'automatico', 'Dunlop'),
('6676', '972', 'OTW-568', 'Honda', 'Cian', 'estandar', 'Dunlop'),
('6677', '2535', 'ZBH-057', 'Kia', 'Cian', 'estandar', 'Brigdestone'),
('6678', '1733', 'QRX-195', 'Mercedes-Benz', 'Violeta', 'automatico', 'Brigdestone'),
('6679', '1535', 'WKR-087', 'Subaru', 'Dorado', 'estandar', 'Continental'),
('6680', '1616', 'SCV-933', 'Jeep', 'Plateado', 'estandar', 'Brigdestone'),
('6681', '4237', 'ELI-707', 'BMW', 'Violeta', 'estandar', 'Dunlop'),
('6682', '246', 'MNN-207', 'Jeep', 'Violeta', 'automatico', 'Pirelli'),
('6683', '4174', 'RJC-701', 'Chrysler', 'Dorado', 'estandar', 'Continental'),
('6684', '5090', 'MLJ-327', 'Mazda', 'Violeta', 'automatico', 'Continental'),
('6685', '1454', 'LDG-835', 'Alfa Romeo', 'Violeta', 'estandar', 'Pirelli'),
('6686', '996', 'SYM-657', 'Toyota', 'Violeta', 'estandar', 'Pirelli'),
('6687', '2693', 'LXT-156', 'Mercedes-Benz', 'Borgoña', 'estandar', 'Pirelli'),
('6688', '5122', 'DCX-856', 'Bentley', 'Dorado', 'estandar', 'Dunlop'),
('6689', '2102', 'AKA-829', 'Koenigsegg', 'Plateado', 'estandar', 'Brigdestone'),
('6690', '2766', 'CEW-118', 'Honda', 'Crema', 'automatico', 'Dunlop'),
('6691', '2551', 'LOI-029', 'Ford', 'Cian', 'automatico', 'Michelin'),
('6692', '568', 'NVM-210', 'Volkswagen', 'Crema', 'estandar', 'Dunlop'),
('6693', '3915', 'OJL-802', 'Land Rover', 'Plateado', 'automatico', 'Pirelli'),
('6694', '4876', 'GTH-109', 'Nissan', 'Dorado', 'automatico', 'Continental'),
('6695', '3330', 'ARF-456', 'Toyota', 'Borgoña', 'estandar', 'Michelin'),
('6696', '2960', 'DQT-741', 'Bentley', 'Cian', 'estandar', 'Brigdestone'),
('6697', '933', 'JGR-269', 'Peugeot', 'Dorado', 'estandar', 'Brigdestone'),
('6698', '903', 'BPE-083', 'BMW', 'Plateado', 'estandar', 'Pirelli'),
('6699', '2929', 'HPO-833', 'Kia', 'Dorado', 'automatico', 'Continental'),
('6700', '113', 'TOO-186', 'Mazda', 'Dorado', 'automatico', 'Brigdestone'),
('6701', '893', 'HVR-701', 'SSC', 'Borgoña', 'automatico', 'Brigdestone'),
('6702', '2986', 'MDF-874', 'Chrysler', 'Cian', 'automatico', 'Continental'),
('6703', '2806', 'MWT-578', 'Dodge', 'Dorado', 'automatico', 'Brigdestone'),
('6704', '3538', 'TXN-989', 'Alfa Romeo', 'Borgoña', 'automatico', 'Michelin'),
('6705', '4617', 'IGN-019', 'Porsche', 'Crema', 'automatico', 'Continental'),
('6706', '3438', 'YEQ-377', 'Subaru', 'Borgoña', 'estandar', 'Dunlop'),
('6707', '4773', 'VEG-734', 'Subaru', 'Cian', 'estandar', 'Pirelli'),
('6708', '2486', 'YVW-544', 'Tesla', 'Plateado', 'estandar', 'Michelin'),
('6709', '4969', 'YBA-633', 'Alfa Romeo', 'Plateado', 'automatico', 'Pirelli'),
('6710', '3173', 'CTB-321', 'Koenigsegg', 'Borgoña', 'automatico', 'Michelin'),
('6711', '9', 'ODA-330', 'Renault', 'Borgoña', 'automatico', 'Continental'),
('6712', '1578', 'DLU-698', 'SSC', 'Crema', 'automatico', 'Brigdestone'),
('6713', '3664', 'FAB-047', 'Maserati', 'Dorado', 'automatico', 'Pirelli'),
('6714', '2106', 'LLG-123', 'Aston Martin', 'Dorado', 'estandar', 'Michelin'),
('6715', '166', 'HBD-451', 'Peugeot', 'Cian', 'estandar', 'Brigdestone'),
('6716', '3335', 'PXE-414', 'Audi', 'Crema', 'estandar', 'Dunlop'),
('6717', '1396', 'SZN-931', 'SSC', 'Dorado', 'estandar', 'Continental'),
('6718', '538', 'SEB-385', 'Honda', 'Violeta', 'estandar', 'Brigdestone'),
('6719', '1139', 'RQJ-550', 'Bentley', 'Violeta', 'estandar', 'Dunlop'),
('6720', '2909', 'GIU-155', 'Jeep', 'Cian', 'estandar', 'Pirelli'),
('6721', '622', 'YXV-972', 'Tesla', 'Borgoña', 'automatico', 'Michelin'),
('6722', '2469', 'JHL-215', 'Audi', 'Crema', 'estandar', 'Michelin'),
('6723', '2584', 'YTY-439', 'Maserati', 'Borgoña', 'automatico', 'Michelin'),
('6724', '2884', 'CUR-996', 'Volkswagen', 'Plateado', 'estandar', 'Dunlop'),
('6725', '1836', 'UXF-006', 'Toyota', 'Dorado', 'automatico', 'Continental'),
('6726', '3248', 'PIK-496', 'Nissan', 'Violeta', 'estandar', 'Michelin'),
('6727', '4313', 'NLW-013', 'Cadillac', 'Cian', 'estandar', 'Brigdestone'),
('6728', '2784', 'AOI-242', 'Lamborguini', 'Dorado', 'estandar', 'Continental'),
('6729', '1893', 'WXY-621', 'BMW', 'Dorado', 'automatico', 'Brigdestone'),
('6730', '3864', 'QYY-041', 'Peugeot', 'Crema', 'estandar', 'Continental'),
('6731', '46', 'KKY-161', 'Honda', 'Borgoña', 'automatico', 'Michelin'),
('6732', '1172', 'ZDG-963', 'Peugeot', 'Borgoña', 'automatico', 'Dunlop'),
('6733', '4538', 'FUL-056', 'Bentley', 'Dorado', 'estandar', 'Michelin'),
('6734', '4946', 'XWW-670', 'Toyota', 'Cian', 'automatico', 'Pirelli'),
('6735', '4974', 'TQQ-299', 'Subaru', 'Dorado', 'estandar', 'Brigdestone'),
('6736', '4970', 'WHT-329', 'Porsche', 'Dorado', 'automatico', 'Dunlop'),
('6737', '4520', 'PRJ-011', 'Honda', 'Cian', 'estandar', 'Michelin'),
('6738', '911', 'CWI-776', 'Renault', 'Crema', 'automatico', 'Brigdestone'),
('6739', '17', 'JOV-929', 'Alfa Romeo', 'Crema', 'estandar', 'Michelin'),
('6740', '4104', 'OJH-536', 'Mazda', 'Crema', 'estandar', 'Michelin'),
('6741', '4774', 'HRD-520', 'Cadillac', 'Dorado', 'estandar', 'Pirelli'),
('6742', '1984', 'BIS-752', 'Jeep', 'Violeta', 'estandar', 'Continental'),
('6743', '493', 'ARL-394', 'Maserati', 'Crema', 'automatico', 'Continental'),
('6744', '2354', 'RBL-589', 'Hyundai', 'Plateado', 'automatico', 'Brigdestone'),
('6745', '1689', 'POO-042', 'Rimac', 'Cian', 'estandar', 'Brigdestone'),
('6746', '5054', 'BHW-726', 'Ford', 'Plateado', 'automatico', 'Pirelli'),
('6747', '3614', 'CQU-571', 'Jeep', 'Crema', 'estandar', 'Pirelli'),
('6748', '4470', 'CMK-394', 'Ford', 'Cian', 'estandar', 'Dunlop'),
('6749', '839', 'PDV-924', 'Jeep', 'Dorado', 'automatico', 'Continental'),
('6750', '4039', 'BVU-757', 'Kia', 'Dorado', 'estandar', 'Dunlop'),
('6751', '87', 'NCP-468', 'Ford', 'Plateado', 'automatico', 'Dunlop'),
('6752', '3467', 'OHN-599', 'Cadillac', 'Dorado', 'estandar', 'Michelin'),
('6753', '1235', 'AQR-584', 'Mercedes-Benz', 'Cian', 'automatico', 'Dunlop'),
('6754', '3788', 'AUR-290', 'BMW', 'Cian', 'automatico', 'Brigdestone'),
('6755', '2526', 'HOY-572', 'Alfa Romeo', 'Plateado', 'estandar', 'Pirelli'),
('6756', '2378', 'YEM-026', 'Honda', 'Violeta', 'automatico', 'Continental'),
('6757', '591', 'XNY-633', 'Subaru', 'Plateado', 'estandar', 'Michelin'),
('6758', '671', 'SUJ-829', 'Honda', 'Borgoña', 'automatico', 'Pirelli'),
('6759', '6', 'OJJ-155', 'Tesla', 'Borgoña', 'automatico', 'Continental'),
('6760', '4989', 'LHO-400', 'Mazda', 'Cian', 'estandar', 'Michelin'),
('6761', '3023', 'GMP-594', 'Koenigsegg', 'Violeta', 'estandar', 'Brigdestone'),
('6762', '4681', 'DQR-933', 'Mazda', 'Cian', 'estandar', 'Brigdestone'),
('6763', '4704', 'LAR-476', 'Alfa Romeo', 'Crema', 'estandar', 'Michelin'),
('6764', '1495', 'CEW-198', 'Mercedes-Benz', 'Dorado', 'estandar', 'Continental'),
('6765', '4971', 'PLU-628', 'Honda', 'Violeta', 'automatico', 'Michelin'),
('6766', '3671', 'TRU-747', 'Toyota', 'Violeta', 'automatico', 'Dunlop'),
('6767', '3397', 'DWD-429', 'Subaru', 'Dorado', 'automatico', 'Michelin'),
('6768', '358', 'DBK-566', 'Toyota', 'Dorado', 'estandar', 'Pirelli'),
('6769', '1616', 'YBT-444', 'Mercedes-Benz', 'Crema', 'automatico', 'Brigdestone'),
('6770', '1105', 'NID-775', 'Ford', 'Violeta', 'estandar', 'Dunlop'),
('6771', '4878', 'JRW-925', 'Toyota', 'Crema', 'automatico', 'Dunlop'),
('6772', '170', 'UPB-205', 'Maserati', 'Dorado', 'automatico', 'Brigdestone'),
('6773', '1559', 'MGO-072', 'Peugeot', 'Cian', 'automatico', 'Pirelli'),
('6774', '2494', 'VOT-542', 'Porsche', 'Dorado', 'automatico', 'Dunlop'),
('6775', '3395', 'JWR-497', 'Mercedes-Benz', 'Violeta', 'estandar', 'Pirelli'),
('6776', '3587', 'ALZ-014', 'Mazda', 'Violeta', 'estandar', 'Dunlop'),
('6777', '3622', 'AYX-397', 'Bentley', 'Dorado', 'estandar', 'Pirelli'),
('6778', '2801', 'SCA-196', 'Cadillac', 'Dorado', 'automatico', 'Michelin'),
('6779', '5015', 'QGY-536', 'Honda', 'Plateado', 'estandar', 'Michelin'),
('6780', '3178', 'BRG-244', 'Jeep', 'Violeta', 'automatico', 'Brigdestone'),
('6781', '2187', 'GAJ-210', 'Mercedes-Benz', 'Dorado', 'automatico', 'Continental'),
('6782', '1975', 'PVZ-661', 'Mazda', 'Violeta', 'automatico', 'Dunlop'),
('6783', '2817', 'ZDD-331', 'Ford', 'Dorado', 'estandar', 'Dunlop'),
('6784', '4203', 'DEP-556', 'Subaru', 'Violeta', 'automatico', 'Pirelli'),
('6785', '2721', 'CJV-310', 'Hyundai', 'Dorado', 'estandar', 'Pirelli'),
('6786', '7', 'VJS-864', 'Hyundai', 'Violeta', 'automatico', 'Pirelli'),
('6787', '2781', 'HWY-587', 'Aston Martin', 'Violeta', 'estandar', 'Dunlop'),
('6788', '1305', 'EVS-790', 'Ford', 'Dorado', 'estandar', 'Pirelli'),
('6789', '1198', 'ROR-338', 'Lamborguini', 'Plateado', 'automatico', 'Michelin'),
('6790', '3213', 'TXJ-075', 'Jeep', 'Plateado', 'estandar', 'Pirelli'),
('6791', '653', 'DFQ-411', 'Jaguar', 'Crema', 'automatico', 'Brigdestone'),
('6792', '846', 'QAD-272', 'Audi', 'Plateado', 'estandar', 'Dunlop'),
('6793', '4262', 'FSE-865', 'Kia', 'Cian', 'automatico', 'Continental'),
('6794', '2570', 'TWK-807', 'Honda', 'Crema', 'estandar', 'Michelin'),
('6795', '312', 'QYO-678', 'Honda', 'Borgoña', 'estandar', 'Pirelli'),
('6796', '4920', 'MDF-179', 'Volkswagen', 'Violeta', 'estandar', 'Continental'),
('6797', '2672', 'QUJ-958', 'Koenigsegg', 'Crema', 'estandar', 'Pirelli'),
('6798', '4864', 'BLD-436', 'Toyota', 'Cian', 'estandar', 'Pirelli'),
('6799', '68', 'FPX-722', 'Kia', 'Plateado', 'automatico', 'Michelin'),
('6800', '3723', 'QUQ-872', 'Land Rover', 'Crema', 'estandar', 'Pirelli'),
('6801', '4537', 'KUO-171', 'Porsche', 'Dorado', 'automatico', 'Continental'),
('6802', '2801', 'LXL-042', 'Chevrolet', 'Borgoña', 'estandar', 'Brigdestone'),
('6803', '2802', 'GXZ-943', 'Chrysler', 'Borgoña', 'estandar', 'Continental'),
('6804', '479', 'XOV-673', 'Hyundai', 'Dorado', 'estandar', 'Michelin'),
('6805', '276', 'FBJ-158', 'BMW', 'Plateado', 'automatico', 'Continental'),
('6806', '3903', 'LSQ-292', 'Audi', 'Dorado', 'estandar', 'Dunlop'),
('6807', '4361', 'IVC-701', 'Ferrari', 'Violeta', 'automatico', 'Pirelli'),
('6808', '2487', 'WWW-788', 'Dodge', 'Crema', 'automatico', 'Pirelli'),
('6809', '2231', 'HMA-276', 'Honda', 'Dorado', 'estandar', 'Dunlop'),
('6810', '2724', 'OYJ-577', 'Toyota', 'Cian', 'estandar', 'Continental'),
('6811', '68', 'YJD-829', 'Subaru', 'Borgoña', 'automatico', 'Dunlop'),
('6812', '1092', 'GOW-900', 'Jeep', 'Crema', 'automatico', 'Continental'),
('6813', '4954', 'JPT-577', 'Renault', 'Crema', 'estandar', 'Dunlop'),
('6814', '1836', 'YFQ-420', 'Subaru', 'Plateado', 'automatico', 'Michelin'),
('6815', '395', 'GBV-902', 'Land Rover', 'Plateado', 'automatico', 'Pirelli'),
('6816', '4035', 'VQM-709', 'Honda', 'Violeta', 'automatico', 'Pirelli'),
('6817', '1054', 'NYS-912', 'Audi', 'Crema', 'estandar', 'Dunlop'),
('6818', '3135', 'XVT-880', 'Dodge', 'Cian', 'automatico', 'Michelin'),
('6819', '4202', 'OGF-942', 'Lamborguini', 'Plateado', 'automatico', 'Dunlop'),
('6820', '1485', 'AQD-819', 'BMW', 'Violeta', 'estandar', 'Pirelli'),
('6821', '4019', 'TXO-791', 'Jeep', 'Crema', 'automatico', 'Continental'),
('6822', '896', 'JZI-487', 'Porsche', 'Cian', 'estandar', 'Pirelli'),
('6823', '3939', 'GDY-778', 'Mercedes-Benz', 'Plateado', 'automatico', 'Michelin'),
('6824', '3670', 'HFS-965', 'Mercedes-Benz', 'Plateado', 'estandar', 'Michelin'),
('6825', '4288', 'NAC-406', 'BMW', 'Borgoña', 'automatico', 'Dunlop'),
('6826', '4725', 'DEL-236', 'Audi', 'Cian', 'automatico', 'Michelin'),
('6827', '715', 'IED-740', 'Mercedes-Benz', 'Dorado', 'estandar', 'Pirelli'),
('6828', '992', 'YPT-385', 'Lamborguini', 'Crema', 'automatico', 'Continental'),
('6829', '4626', 'VWO-171', 'Jaguar', 'Borgoña', 'automatico', 'Continental'),
('6830', '4272', 'EBW-989', 'Aston Martin', 'Violeta', 'automatico', 'Michelin'),
('6831', '4808', 'ECN-026', 'Ferrari', 'Dorado', 'automatico', 'Continental'),
('6832', '2391', 'ZNS-243', 'Chrysler', 'Plateado', 'estandar', 'Pirelli'),
('6833', '1387', 'LTS-902', 'Hyundai', 'Crema', 'estandar', 'Pirelli'),
('6834', '4921', 'ABY-834', 'Ford', 'Plateado', 'automatico', 'Pirelli'),
('6835', '1112', 'QSC-846', 'SSC', 'Dorado', 'estandar', 'Continental'),
('6836', '982', 'DOV-880', 'Peugeot', 'Borgoña', 'estandar', 'Michelin'),
('6837', '111', 'PWH-583', 'Nissan', 'Dorado', 'automatico', 'Dunlop'),
('6838', '638', 'VBM-651', 'Bentley', 'Crema', 'estandar', 'Dunlop'),
('6839', '730', 'SKJ-937', 'Jaguar', 'Borgoña', 'estandar', 'Brigdestone'),
('6840', '2439', 'XCE-372', 'Toyota', 'Violeta', 'automatico', 'Brigdestone'),
('6841', '1332', 'KPT-488', 'Mercedes-Benz', 'Crema', 'automatico', 'Continental'),
('6842', '589', 'GXU-941', 'Chrysler', 'Violeta', 'automatico', 'Dunlop'),
('6843', '3021', 'GUI-549', 'Maserati', 'Dorado', 'automatico', 'Brigdestone'),
('6844', '2195', 'PNF-386', 'Koenigsegg', 'Plateado', 'estandar', 'Dunlop'),
('6845', '2415', 'AFB-971', 'Jaguar', 'Borgoña', 'estandar', 'Brigdestone'),
('6846', '3897', 'MXE-220', 'Bentley', 'Borgoña', 'estandar', 'Michelin'),
('6847', '3182', 'GYO-215', 'Volkswagen', 'Crema', 'automatico', 'Dunlop'),
('6848', '250', 'SBN-029', 'Tesla', 'Crema', 'automatico', 'Dunlop'),
('6849', '2514', 'YJH-589', 'Honda', 'Crema', 'automatico', 'Dunlop'),
('6850', '3180', 'QQI-977', 'Alfa Romeo', 'Crema', 'automatico', 'Dunlop'),
('6851', '2220', 'HBE-642', 'Hyundai', 'Dorado', 'estandar', 'Michelin'),
('6852', '1504', 'AAV-705', 'Peugeot', 'Dorado', 'automatico', 'Brigdestone'),
('6853', '4268', 'OOX-064', 'Chrysler', 'Violeta', 'automatico', 'Dunlop'),
('6854', '1240', 'KVL-183', 'Nissan', 'Borgoña', 'estandar', 'Continental'),
('6855', '242', 'ALI-695', 'Chrysler', 'Dorado', 'automatico', 'Continental'),
('6856', '856', 'JCS-050', 'Lamborguini', 'Dorado', 'automatico', 'Continental'),
('6857', '331', 'LJZ-439', 'Peugeot', 'Cian', 'automatico', 'Pirelli'),
('6858', '4700', 'HNG-142', 'Renault', 'Borgoña', 'automatico', 'Continental'),
('6859', '1026', 'ZRR-075', 'SSC', 'Plateado', 'estandar', 'Brigdestone'),
('6860', '2836', 'DWT-753', 'Chrysler', 'Crema', 'automatico', 'Brigdestone'),
('6861', '1183', 'FNJ-099', 'Peugeot', 'Cian', 'automatico', 'Brigdestone'),
('6862', '1259', 'COM-247', 'Porsche', 'Violeta', 'automatico', 'Dunlop'),
('6863', '18', 'KPS-398', 'Hyundai', 'Violeta', 'automatico', 'Brigdestone'),
('6864', '4621', 'DKR-434', 'Jaguar', 'Crema', 'automatico', 'Michelin'),
('6865', '4952', 'YBZ-130', 'Nissan', 'Crema', 'automatico', 'Pirelli'),
('6866', '2673', 'SOC-393', 'Nissan', 'Cian', 'automatico', 'Brigdestone'),
('6867', '2177', 'VDM-242', 'Cadillac', 'Cian', 'estandar', 'Dunlop'),
('6868', '1007', 'KBA-081', 'Peugeot', 'Crema', 'automatico', 'Continental'),
('6869', '4328', 'RSG-534', 'Alfa Romeo', 'Cian', 'estandar', 'Pirelli'),
('6870', '3898', 'WTD-011', 'Ferrari', 'Borgoña', 'automatico', 'Michelin'),
('6871', '4040', 'HBZ-437', 'Rimac', 'Crema', 'automatico', 'Michelin'),
('6872', '284', 'QEO-887', 'Subaru', 'Crema', 'automatico', 'Michelin'),
('6873', '3383', 'XHW-888', 'Chrysler', 'Violeta', 'automatico', 'Brigdestone'),
('6874', '3280', 'DQP-875', 'Chrysler', 'Crema', 'estandar', 'Pirelli'),
('6875', '2157', 'DME-414', 'Porsche', 'Plateado', 'estandar', 'Pirelli'),
('6876', '1719', 'MRU-475', 'BMW', 'Violeta', 'estandar', 'Pirelli'),
('6877', '2703', 'IYZ-087', 'Dodge', 'Crema', 'automatico', 'Continental'),
('6878', '4815', 'QTA-938', 'Mazda', 'Borgoña', 'automatico', 'Michelin'),
('6879', '1748', 'WOS-840', 'Jaguar', 'Dorado', 'automatico', 'Michelin'),
('6880', '3206', 'FOH-284', 'Ford', 'Cian', 'automatico', 'Brigdestone'),
('6881', '1531', 'UIL-676', 'Ford', 'Violeta', 'estandar', 'Brigdestone'),
('6882', '2467', 'NNI-515', 'Nissan', 'Plateado', 'automatico', 'Brigdestone'),
('6883', '4383', 'TQR-057', 'Hyundai', 'Cian', 'automatico', 'Continental'),
('6884', '2539', 'LOT-005', 'Tesla', 'Cian', 'estandar', 'Michelin'),
('6885', '2720', 'JQQ-387', 'Honda', 'Dorado', 'estandar', 'Pirelli'),
('6886', '953', 'HEI-692', 'Audi', 'Cian', 'automatico', 'Continental'),
('6887', '849', 'ROL-801', 'Rimac', 'Crema', 'estandar', 'Pirelli'),
('6888', '4447', 'ZPY-728', 'Dodge', 'Cian', 'estandar', 'Continental'),
('6889', '1998', 'NCU-975', 'Volkswagen', 'Violeta', 'automatico', 'Dunlop'),
('6890', '3802', 'UQJ-655', 'Ford', 'Dorado', 'estandar', 'Brigdestone'),
('6891', '2651', 'EFU-167', 'Land Rover', 'Plateado', 'estandar', 'Brigdestone'),
('6892', '1117', 'RTF-433', 'Chevrolet', 'Dorado', 'estandar', 'Continental'),
('6893', '1547', 'XZQ-182', 'Renault', 'Dorado', 'automatico', 'Dunlop'),
('6894', '4454', 'IGL-375', 'Bentley', 'Dorado', 'automatico', 'Michelin'),
('6895', '1410', 'KPZ-825', 'Chrysler', 'Cian', 'automatico', 'Dunlop'),
('6896', '1960', 'HLA-231', 'Porsche', 'Crema', 'automatico', 'Continental'),
('6897', '4223', 'DGB-138', 'Audi', 'Plateado', 'estandar', 'Michelin'),
('6898', '4795', 'GON-685', 'Alfa Romeo', 'Violeta', 'estandar', 'Dunlop'),
('6899', '1369', 'WEG-374', 'BMW', 'Borgoña', 'estandar', 'Brigdestone'),
('6900', '4639', 'UTA-439', 'Hyundai', 'Plateado', 'automatico', 'Brigdestone'),
('6901', '3681', 'FSA-593', 'Porsche', 'Dorado', 'automatico', 'Pirelli'),
('6902', '4492', 'NKE-407', 'Mercedes-Benz', 'Crema', 'estandar', 'Brigdestone'),
('6903', '4166', 'FNT-951', 'Tesla', 'Dorado', 'estandar', 'Dunlop'),
('6904', '709', 'LVI-868', 'Aston Martin', 'Crema', 'automatico', 'Dunlop'),
('6905', '2972', 'UNT-863', 'Chevrolet', 'Borgoña', 'automatico', 'Michelin'),
('6906', '3232', 'KNP-427', 'Renault', 'Violeta', 'estandar', 'Michelin'),
('6907', '3474', 'JWF-617', 'Bentley', 'Crema', 'automatico', 'Pirelli'),
('6908', '434', 'AOK-156', 'Chrysler', 'Borgoña', 'estandar', 'Dunlop'),
('6909', '3262', 'PKQ-983', 'Subaru', 'Crema', 'automatico', 'Dunlop'),
('6910', '3319', 'JAB-333', 'Rimac', 'Crema', 'automatico', 'Dunlop'),
('6911', '2323', 'GHV-633', 'Lamborguini', 'Borgoña', 'estandar', 'Brigdestone'),
('6912', '3417', 'HUW-152', 'Land Rover', 'Borgoña', 'estandar', 'Brigdestone'),
('6913', '6', 'LZQ-359', 'Tesla', 'Crema', 'estandar', 'Dunlop'),
('6914', '350', 'TKP-838', 'Chrysler', 'Dorado', 'estandar', 'Dunlop'),
('6915', '2901', 'ABA-105', 'Nissan', 'Dorado', 'estandar', 'Continental'),
('6916', '3329', 'XDL-369', 'Land Rover', 'Violeta', 'estandar', 'Michelin'),
('6917', '4425', 'QEW-931', 'Hyundai', 'Plateado', 'estandar', 'Dunlop'),
('6918', '2435', 'DTE-268', 'Jeep', 'Crema', 'estandar', 'Brigdestone'),
('6919', '3838', 'OWR-016', 'Ford', 'Cian', 'estandar', 'Dunlop'),
('6920', '2886', 'PBL-629', 'Renault', 'Borgoña', 'estandar', 'Dunlop'),
('6921', '4105', 'QHP-862', 'Land Rover', 'Borgoña', 'automatico', 'Dunlop'),
('6922', '2405', 'IZE-339', 'Volkswagen', 'Crema', 'estandar', 'Dunlop'),
